,County Name,State,Household Median Income,Family's Median Income,Total Population,State Code,County Code,State Abbr
1929,Pitt,North Carolina,47437,64059,178433,37,147,NC
1930,Rowan,North Carolina,49842,60743,140296,37,159,NC
1931,Vance,North Carolina,40529,49365,44479,37,181,NC
1932,Cherokee,North Carolina,41438,52818,27969,37,039,NC
1933,Currituck,North Carolina,69964,80534,26363,37,053,NC
1934,Union,North Carolina,80033,91381,231053,37,179,NC
1935,Wilkes,North Carolina,44107,56068,68469,37,193,NC
1936,Nash,North Carolina,49537,63539,94030,37,127,NC
1937,Alexander,North Carolina,48756,60331,37213,37,003,NC
1938,Dare,North Carolina,59381,70946,36222,37,055,NC
1939,Warren,North Carolina,36466,51373,19898,37,185,NC
1940,Wilson,North Carolina,43877,58723,81435,37,195,NC
1941,Gates,North Carolina,50750,61250,11548,37,073,NC
1942,Graham,North Carolina,39571,49608,8509,37,075,NC
1943,Madison,North Carolina,45873,62865,21499,37,115,NC
1944,Pamlico,North Carolina,46728,61037,12701,37,137,NC
1945,Polk,North Carolina,48787,59966,20557,37,149,NC
1946,Randolph,North Carolina,47288,57186,143118,37,151,NC
1947,Stokes,North Carolina,48054,59026,45781,37,169,NC
1948,Washington,North Carolina,35979,48774,11922,37,187,NC
1949,Clay,North Carolina,42222,51833,10946,37,043,NC
1950,Cumberland,North Carolina,46875,55965,332861,37,051,NC
1951,Guilford,North Carolina,53261,67355,527868,37,081,NC
1952,Jackson,North Carolina,47252,62387,42938,37,099,NC
1953,Pasquotank,North Carolina,50558,66242,39514,37,139,NC
1954,Robeson,North Carolina,34976,44100,132596,37,155,NC
1955,Swain,North Carolina,39317,53497,14260,37,173,NC
1956,Wake,North Carolina,80591,100539,1069079,37,183,NC
1957,Anson,North Carolina,40213,51159,24902,37,007,NC
1958,McDowell,North Carolina,43646,54217,45227,37,111,NC
1959,Franklin,North Carolina,55193,66664,66362,37,069,NC
1960,Jones,North Carolina,38158,51423,9594,37,103,NC
1961,Macon,North Carolina,45507,57171,34813,37,113,NC
1962,Brunswick,North Carolina,58236,71857,131815,37,019,NC
1963,Transylvania,North Carolina,50212,61739,33775,37,175,NC
1964,Beaufort,North Carolina,45212,59555,47168,37,013,NC
1965,Columbus,North Carolina,37628,48655,56068,37,047,NC
1966,Lincoln,North Carolina,57536,70706,82919,37,109,NC
1967,Montgomery,North Carolina,44146,56028,27252,37,123,NC
1968,Orange,North Carolina,71723,104981,144836,37,135,NC
1969,Richmond,North Carolina,36148,46669,44997,37,153,NC
1970,Sampson,North Carolina,42151,52417,63385,37,163,NC
1971,Surry,North Carolina,43597,59488,71971,37,171,NC
1972,Avery,North Carolina,40340,49650,17506,37,011,NC
1973,Buncombe,North Carolina,52207,67614,256886,37,021,NC
1974,Cabarrus,North Carolina,67328,81928,206615,37,025,NC
1975,Caswell,North Carolina,45733,59676,22684,37,033,NC
1976,Davie,North Carolina,60434,72599,42257,37,059,NC
1977,Davidson,North Carolina,49546,60913,165381,37,057,NC
1978,Duplin,North Carolina,41764,52583,58967,37,061,NC
1979,Durham,North Carolina,60958,81263,311848,37,063,NC
1980,Hertford,North Carolina,41028,48630,24012,37,091,NC
1981,Lee,North Carolina,49994,59667,60481,37,105,NC
1982,New Hanover,North Carolina,54891,76736,227938,37,129,NC
1983,Pender,North Carolina,57240,72418,60399,37,141,NC
1984,Wayne,North Carolina,44416,54585,123603,37,191,NC
1985,Scotland,North Carolina,37238,46406,35076,37,165,NC
1986,Watauga,North Carolina,47526,73947,54925,37,189,NC
1987,Halifax,North Carolina,35502,44719,51190,37,083,NC
1988,Alamance,North Carolina,49688,65056,163324,37,001,NC
1989,Tyrrell,North Carolina,35300,50541,4095,37,177,NC
1990,Traill,North Dakota,64453,86920,8008,38,097,ND
1991,Dickey,North Dakota,65492,82051,4938,38,021,ND
1992,Ward,North Dakota,68871,87132,68812,38,101,ND
1993,Pembina,North Dakota,64549,81483,6947,38,067,ND
1994,Hettinger,North Dakota,60164,76167,2547,38,041,ND
1995,Cass,North Dakota,64482,87669,176975,38,017,ND
1996,Emmons,North Dakota,55902,72941,3310,38,029,ND
1997,Richland,North Dakota,61371,78412,16254,38,077,ND
1998,Adams,North Dakota,56681,86528,2311,38,001,ND
1999,Eddy,North Dakota,54868,79583,2301,38,027,ND
2000,Mercer,North Dakota,82181,97866,8462,38,057,ND
2001,Ransom,North Dakota,63903,79038,5314,38,073,ND
2002,Sioux,North Dakota,38939,42619,4373,38,085,ND
2003,Golden Valley,North Dakota,58690,73325,1845,38,033,ND
2004,Towner,North Dakota,52300,75950,2224,38,095,ND
2005,Divide,North Dakota,62865,89063,2335,38,023,ND
2006,Sargent,North Dakota,63073,81397,3872,38,081,ND
2007,Stark,North Dakota,72045,96087,31081,38,089,ND
2008,Wells,North Dakota,57582,77283,3976,38,103,ND
2009,Burke,North Dakota,77232,94028,2182,38,013,ND
2010,Mountrail,North Dakota,72147,85948,10321,38,061,ND
2011,Williams,North Dakota,87161,100650,35208,38,105,ND
2012,Billings,North Dakota,75208,92344,922,38,007,ND
2013,Kidder,North Dakota,54643,63716,2466,38,043,ND
2014,Cavalier,North Dakota,64798,81318,3803,38,019,ND
2015,Grant,North Dakota,50938,72232,2353,38,037,ND
2016,McHenry,North Dakota,64179,86133,5878,38,049,ND
2017,Steele,North Dakota,70724,90179,1744,38,091,ND
2018,Benson,North Dakota,47667,54962,6873,38,005,ND
2019,LaMoure,North Dakota,60806,78162,4125,38,045,ND
2020,Morton,North Dakota,70556,93092,30868,38,059,ND
2021,Dunn,North Dakota,76719,107625,4395,38,025,ND
2022,McIntosh,North Dakota,52587,64926,2597,38,051,ND
2023,Nelson,North Dakota,52039,78917,2894,38,063,ND
2024,Rolette,North Dakota,43158,53285,14511,38,079,ND
2025,Walsh,North Dakota,55700,70769,10751,38,099,ND
2026,Bottineau,North Dakota,60381,78837,6502,38,009,ND
2027,Barnes,North Dakota,58365,85966,10706,38,003,ND
2028,Grand Forks,North Dakota,54051,82304,70224,38,035,ND
2029,McKenzie,North Dakota,77845,87273,13334,38,053,ND
2030,McLean,North Dakota,68529,81944,9584,38,055,ND
2031,Pierce,North Dakota,55660,68770,4126,38,069,ND
2032,Renville,North Dakota,73182,88125,2442,38,075,ND
2033,Bowman,North Dakota,62442,88462,3148,38,011,ND
2034,Burleigh,North Dakota,71524,95104,94793,38,015,ND
2035,Logan,North Dakota,59375,69650,1872,38,047,ND
2036,Oliver,North Dakota,78929,87292,1842,38,065,ND
2037,Stutsman,North Dakota,57674,76207,20965,38,093,ND
2038,Ramsey,North Dakota,58910,84306,11583,38,071,ND
2039,Foster,North Dakota,61425,91750,3260,38,031,ND
2040,Griggs,North Dakota,53565,76908,2409,38,039,ND
2041,Sheridan,North Dakota,51055,64000,1409,38,083,ND
2042,Slope,North Dakota,63611,71250,742,38,087,ND
2043,Meigs,Ohio,44899,54625,23078,39,105,OH
2044,Champaign,Ohio,60112,70583,38845,39,021,OH
2045,Greene,Ohio,68720,87293,166502,39,057,OH
2046,Lawrence,Ohio,45118,58613,60184,39,087,OH
2047,Morgan,Ohio,42341,49694,14640,39,115,OH
2048,Wyandot,Ohio,55767,67718,22000,39,175,OH
2049,Erie,Ohio,54226,67157,74780,39,043,OH
2050,Logan,Ohio,56754,71595,45316,39,091,OH
2051,Summit,Ohio,57181,75644,541334,39,153,OH
2052,Shelby,Ohio,63806,77313,48749,39,149,OH
2053,Williams,Ohio,53183,64155,36816,39,171,OH
2054,Columbiana,Ohio,48345,62373,103190,39,029,OH
2055,Fulton,Ohio,63092,73120,42253,39,051,OH
2056,Gallia,Ohio,44858,60604,30088,39,053,OH
2057,Mahoning,Ohio,46042,61674,229961,39,099,OH
2058,Scioto,Ohio,41330,55620,76040,39,145,OH
2059,Morrow,Ohio,59452,70160,35043,39,117,OH
2060,Preble,Ohio,58957,71108,41093,39,135,OH
2061,Allen,Ohio,53131,64429,103175,39,003,OH
2062,Crawford,Ohio,44971,56791,41821,39,033,OH
2063,Guernsey,Ohio,45917,55333,39111,39,059,OH
2064,Mercer,Ohio,62952,72416,40884,39,107,OH
2065,Clark,Ohio,50873,63300,134726,39,023,OH
2066,Lorain,Ohio,58427,74005,307670,39,093,OH
2067,Montgomery,Ohio,51542,67075,531670,39,113,OH
2068,Warren,Ohio,87125,103023,229132,39,165,OH
2069,Ashtabula,Ohio,46700,57571,97830,39,007,OH
2070,Union,Ohio,86715,99458,56707,39,159,OH
2071,Pike,Ohio,42832,57500,28000,39,131,OH
2072,Paulding,Ohio,55330,66610,18809,39,125,OH
2073,Hamilton,Ohio,57212,77814,813589,39,061,OH
2074,Franklin,Ohio,61305,76424,1290360,39,049,OH
2075,Marion,Ohio,47498,59647,65299,39,101,OH
2076,Tuscarawas,Ohio,53243,64994,92335,39,157,OH
2077,Wayne,Ohio,58300,70575,116099,39,169,OH
2078,Brown,Ohio,54575,64859,43572,39,015,OH
2079,Butler,Ohio,66117,82410,380019,39,017,OH
2080,Harrison,Ohio,49689,58362,15211,39,067,OH
2081,Knox,Ohio,57749,68569,61481,39,083,OH
2082,Licking,Ohio,64589,79339,173750,39,089,OH
2083,Richland,Ohio,49547,62062,121100,39,139,OH
2084,Vinton,Ohio,45673,58091,13083,39,163,OH
2085,Carroll,Ohio,55267,67551,27332,39,019,OH
2086,Hancock,Ohio,58450,76288,75837,39,063,OH
2087,Clermont,Ohio,66968,82687,204275,39,025,OH
2088,Fairfield,Ohio,67609,81243,154457,39,045,OH
2089,Defiance,Ohio,59931,70613,38160,39,039,OH
2090,Highland,Ohio,44169,56811,43016,39,071,OH
2091,Henry,Ohio,59695,71908,27208,39,069,OH
2092,Jefferson,Ohio,46581,60044,66371,39,081,OH
2093,Portage,Ohio,57618,75088,162511,39,133,OH
2094,Putnam,Ohio,64822,80763,33911,39,137,OH
2095,Belmont,Ohio,50904,66048,68024,39,013,OH
2096,Clinton,Ohio,52815,63523,41957,39,027,OH
2097,Fayette,Ohio,47308,57181,28620,39,047,OH
2098,Perry,Ohio,50150,59481,36022,39,127,OH
2099,Pickaway,Ohio,63633,76290,57762,39,129,OH
2100,Madison,Ohio,68022,77156,44135,39,097,OH
2101,Muskingum,Ohio,47254,60565,86131,39,119,OH
2102,Sandusky,Ohio,54089,66950,59029,39,143,OH
2103,Van Wert,Ohio,54254,65337,28261,39,161,OH
2104,Washington,Ohio,50021,63476,60426,39,167,OH
2105,Auglaize,Ohio,64074,79052,45729,39,011,OH
2106,Darke,Ohio,55620,67797,51513,39,037,OH
2107,Ottawa,Ohio,59099,77521,40632,39,123,OH
2108,Hardin,Ohio,50506,62807,31425,39,065,OH
2109,Jackson,Ohio,47550,53191,32450,39,079,OH
2110,Huron,Ohio,52560,64277,58339,39,077,OH
2111,Athens,Ohio,40905,62847,65917,39,009,OH
2112,Adams,Ohio,39079,48734,27776,39,001,OH
2113,Medina,Ohio,76600,94807,177980,39,103,OH
2114,Lucas,Ohio,48736,64703,431102,39,095,OH
2115,Noble,Ohio,46897,56993,14416,39,121,OH
2116,Seneca,Ohio,52500,63929,55351,39,147,OH
2117,Stark,Ohio,53860,68247,372404,39,151,OH
2118,Coshocton,Ohio,46606,56193,36585,39,031,OH
2119,Delaware,Ohio,106908,125501,201135,39,041,OH
2120,Geauga,Ohio,82303,100455,93843,39,055,OH
2121,Hocking,Ohio,52363,66286,28390,39,073,OH
2122,Lake,Ohio,64466,80053,229954,39,085,OH
2123,Ross,Ohio,51092,63203,76948,39,141,OH
2124,Cuyahoga,Ohio,50366,68520,1247451,39,035,OH
2125,Holmes,Ohio,63753,71315,43901,39,075,OH
2126,Miami,Ohio,61041,78033,105371,39,109,OH
2127,Monroe,Ohio,45289,55592,13942,39,111,OH
2128,Trumbull,Ohio,47280,59868,200367,39,155,OH
2129,Wood,Ohio,62390,83015,130150,39,173,OH
2130,Ashland,Ohio,52823,64854,53536,39,005,OH
2131,Kay,Oklahoma,46809,57722,44402,40,071,OK
2132,Craig,Oklahoma,43329,49414,14390,40,035,OK
2133,Canadian,Oklahoma,72056,84703,140455,40,017,OK
2134,Latimer,Oklahoma,44214,52177,10348,40,077,OK
2135,Texas,Oklahoma,52282,60405,20805,40,139,OK
2136,Pushmataha,Oklahoma,37692,48125,11128,40,127,OK
2137,Johnston,Oklahoma,41332,49662,11064,40,069,OK
2138,Beaver,Oklahoma,52349,56789,5377,40,007,OK
2139,Hughes,Oklahoma,39365,51127,13372,40,063,OK
2140,Comanche,Oklahoma,52161,64331,121762,40,031,OK
2141,Adair,Oklahoma,34695,43762,22220,40,001,OK
2142,Stephens,Oklahoma,47214,60407,43647,40,137,OK
2143,Carter,Oklahoma,51419,62891,48319,40,019,OK
2144,Greer,Oklahoma,41488,55469,5861,40,055,OK
2145,McIntosh,Oklahoma,39084,50457,19725,40,091,OK
2146,Murray,Oklahoma,52478,62242,13946,40,099,OK
2147,Ottawa,Oklahoma,39872,48916,31454,40,115,OK
2148,Wagoner,Oklahoma,62795,74052,78958,40,145,OK
2149,Caddo,Oklahoma,46592,57524,29242,40,015,OK
2150,Muskogee,Oklahoma,43078,55254,68736,40,101,OK
2151,Bryan,Oklahoma,44212,56497,46457,40,013,OK
2152,Dewey,Oklahoma,52428,65395,4922,40,043,OK
2153,Harper,Oklahoma,46154,67250,3760,40,059,OK
2154,Logan,Oklahoma,65357,77922,46683,40,083,OK
2155,Tulsa,Oklahoma,55517,70665,646419,40,143,OK
2156,Washington,Oklahoma,54997,67480,51886,40,147,OK
2157,Harmon,Oklahoma,48344,60852,2710,40,057,OK
2158,Haskell,Oklahoma,42348,55859,12687,40,061,OK
2159,Okmulgee,Oklahoma,42998,53512,38749,40,111,OK
2160,Osage,Oklahoma,49103,60339,47226,40,113,OK
2161,Jefferson,Oklahoma,39895,50208,6158,40,067,OK
2162,Garfield,Oklahoma,54006,66807,61898,40,047,OK
2163,Garvin,Oklahoma,47125,58147,27835,40,049,OK
2164,Pittsburg,Oklahoma,46784,60106,44146,40,121,OK
2165,Pontotoc,Oklahoma,50392,63448,38355,40,123,OK
2166,Roger Mills,Oklahoma,51302,61845,3667,40,129,OK
2167,Woodward,Oklahoma,60147,76071,20727,40,153,OK
2168,Cherokee,Oklahoma,42774,56139,48664,40,021,OK
2169,Delaware,Oklahoma,41696,51506,42433,40,041,OK
2170,Ellis,Oklahoma,53245,67355,4015,40,045,OK
2171,Grady,Oklahoma,60875,72858,55071,40,051,OK
2172,Payne,Oklahoma,41603,63468,81815,40,119,OK
2173,Pottawatomie,Oklahoma,49250,60378,72154,40,125,OK
2174,Creek,Oklahoma,51318,62863,71427,40,037,OK
2175,Tillman,Oklahoma,42280,49375,7413,40,141,OK
2176,Washita,Oklahoma,53274,66047,11225,40,149,OK
2177,Cotton,Oklahoma,50885,58875,5858,40,033,OK
2178,Kiowa,Oklahoma,38019,54115,8886,40,075,OK
2179,Le Flore,Oklahoma,40677,49921,50026,40,079,OK
2180,McCurtain,Oklahoma,37061,47566,33016,40,089,OK
2181,Major,Oklahoma,54332,62949,7692,40,093,OK
2182,Mayes,Oklahoma,50345,59955,41044,40,097,OK
2183,Oklahoma,Oklahoma,54520,68790,787216,40,109,OK
2184,Custer,Oklahoma,49900,65059,29152,40,039,OK
2185,Love,Oklahoma,49399,61201,10063,40,085,OK
2186,Beckham,Oklahoma,50721,60184,22268,40,009,OK
2187,Choctaw,Oklahoma,34489,49413,14807,40,023,OK
2188,Jackson,Oklahoma,49703,60217,25063,40,065,OK
2189,Lincoln,Oklahoma,50671,63636,34895,40,081,OK
2190,Pawnee,Oklahoma,48009,56096,16412,40,117,OK
2191,Seminole,Oklahoma,39373,49525,24832,40,133,OK
2192,Cimarron,Oklahoma,46328,56902,2174,40,025,OK
2193,Blaine,Oklahoma,45792,54737,9556,40,011,OK
2194,Coal,Oklahoma,40938,54286,5581,40,029,OK
2195,Grant,Oklahoma,57727,70302,4397,40,053,OK
2196,Kingfisher,Oklahoma,57777,66898,15694,40,073,OK
2197,McClain,Oklahoma,67662,78191,39247,40,087,OK
2198,Marshall,Oklahoma,45746,51533,16505,40,095,OK
2199,Noble,Oklahoma,56117,66867,11335,40,103,OK
2200,Nowata,Oklahoma,43145,52544,10322,40,105,OK
2201,Rogers,Oklahoma,65434,77519,91353,40,131,OK
2202,Sequoyah,Oklahoma,40351,48918,41709,40,135,OK
2203,Alfalfa,Oklahoma,61852,73389,5847,40,003,OK
2204,Woods,Oklahoma,54282,76990,9043,40,151,OK
2205,Cleveland,Oklahoma,64016,77196,279274,40,027,OK
2206,Okfuskee,Oklahoma,38411,46186,12067,40,107,OK
2207,Atoka,Oklahoma,39316,46875,13823,40,005,OK
2208,Lane,Oregon,52426,68798,373340,41,039,OR
2209,Washington,Oregon,82215,97196,589481,41,067,OR
2210,Clatsop,Oregon,54886,71748,39102,41,007,OR
2211,Jackson,Oregon,53412,66473,216574,41,029,OR
2212,Grant,Oregon,44712,56161,7189,41,023,OR
2213,Clackamas,Oregon,80484,97130,410463,41,005,OR
2214,Tillamook,Oregon,49895,61990,26389,41,057,OR
2215,Josephine,Oregon,45616,54525,86251,41,033,OR
2216,Umatilla,Oregon,54699,64956,77129,41,059,OR
2217,Columbia,Oregon,62257,78223,51375,41,009,OR
2218,Wasco,Oregon,53105,64120,26130,41,065,OR
2219,Union,Oregon,52171,63265,26337,41,061,OR
2220,Marion,Oregon,59625,69928,339641,41,047,OR
2221,Douglas,Oregon,47267,56022,109114,41,019,OR
2222,Jefferson,Oregon,53277,64413,23607,41,031,OR
2223,Polk,Oregon,62691,76751,83037,41,053,OR
2224,Deschutes,Oregon,67043,77395,186251,41,017,OR
2225,Linn,Oregon,55893,66596,125048,41,043,OR
2226,Yamhill,Oregon,63902,75924,104831,41,071,OR
2227,Baker,Oregon,45998,58285,16019,41,001,OR
2228,Klamath,Oregon,46491,54956,66921,41,035,OR
2229,Lincoln,Oregon,47882,57424,48547,41,041,OR
2230,Benton,Oregon,62077,85730,91107,41,003,OR
2231,Crook,Oregon,49006,63468,23011,41,013,OR
2232,Sherman,Oregon,51071,63068,1642,41,055,OR
2233,Harney,Oregon,40735,52556,7267,41,025,OR
2234,Malheur,Oregon,43313,50152,30412,41,045,OR
2235,Wallowa,Oregon,51224,66150,7004,41,063,OR
2236,Wheeler,Oregon,40926,46731,1415,41,069,OR
2237,Morrow,Oregon,54269,61236,11303,41,049,OR
2238,Coos,Oregon,45051,58730,63686,41,011,OR
2239,Curry,Oregon,48440,61946,22650,41,015,OR
2240,Gilliam,Oregon,47500,62404,1878,41,021,OR
2241,Hood River,Oregon,65679,77121,23209,41,027,OR
2242,Lake,Oregon,37898,53665,7837,41,037,OR
2243,Multnomah,Oregon,69176,86969,804606,41,051,OR
2244,Delaware,Pennsylvania,74477,96632,564554,42,045,PA
2245,Somerset,Pennsylvania,49089,61817,74361,42,111,PA
2246,Cameron,Pennsylvania,41165,55868,4611,42,023,PA
2247,Bucks,Pennsylvania,89139,109235,626806,42,017,PA
2248,Lehigh,Pennsylvania,63897,76419,365052,42,077,PA
2249,Clarion,Pennsylvania,46680,60827,38715,42,031,PA
2250,Greene,Pennsylvania,54776,71052,36870,42,059,PA
2251,Luzerne,Pennsylvania,53473,68437,317663,42,079,PA
2252,Columbia,Pennsylvania,50550,64974,65715,42,037,PA
2253,Jefferson,Pennsylvania,47603,60207,43846,42,065,PA
2254,Perry,Pennsylvania,63718,75334,46053,42,099,PA
2255,Sullivan,Pennsylvania,47407,62063,6135,42,113,PA
2256,Pike,Pennsylvania,65928,80167,55453,42,103,PA
2257,Snyder,Pennsylvania,58997,68106,40483,42,109,PA
2258,Susquehanna,Pennsylvania,54966,66556,40970,42,115,PA
2259,Crawford,Pennsylvania,50304,62085,85665,42,039,PA
2260,Erie,Pennsylvania,51529,66569,273835,42,049,PA
2261,Fulton,Pennsylvania,53476,64195,14506,42,057,PA
2262,Juniata,Pennsylvania,53879,69444,24624,42,067,PA
2263,Schuylkill,Pennsylvania,52280,64845,142674,42,107,PA
2264,Wyoming,Pennsylvania,59415,70306,27327,42,131,PA
2265,Adams,Pennsylvania,67253,81185,102470,42,001,PA
2266,Armstrong,Pennsylvania,51410,64716,65867,42,005,PA
2267,Clinton,Pennsylvania,50923,64516,38915,42,035,PA
2268,Carbon,Pennsylvania,57006,70600,63887,42,025,PA
2269,Centre,Pennsylvania,60403,87382,161960,42,027,PA
2270,Northumberland,Pennsylvania,48671,63491,91761,42,097,PA
2271,Northampton,Pennsylvania,70471,83909,302809,42,095,PA
2272,Venango,Pennsylvania,49945,61816,51818,42,121,PA
2273,Beaver,Pennsylvania,57807,74504,165833,42,007,PA
2274,Lackawanna,Pennsylvania,52821,69523,210652,42,069,PA
2275,McKean,Pennsylvania,48647,62535,41401,42,083,PA
2276,Fayette,Pennsylvania,47364,62781,131302,42,051,PA
2277,Montgomery,Pennsylvania,91546,113038,823823,42,091,PA
2278,Clearfield,Pennsylvania,49015,60570,79908,42,033,PA
2279,Lebanon,Pennsylvania,60281,73479,139729,42,075,PA
2280,Lycoming,Pennsylvania,54241,66821,114330,42,081,PA
2281,Montour,Pennsylvania,58333,77225,18259,42,093,PA
2282,Warren,Pennsylvania,50250,62905,39756,42,123,PA
2283,Butler,Pennsylvania,70668,90478,186899,42,019,PA
2284,Elk,Pennsylvania,53440,70184,30340,42,047,PA
2285,Lancaster,Pennsylvania,66056,78641,540999,42,071,PA
2286,Mercer,Pennsylvania,50696,66019,111518,42,085,PA
2287,Potter,Pennsylvania,45419,58084,16806,42,105,PA
2288,Tioga,Pennsylvania,51324,61148,40944,42,117,PA
2289,Dauphin,Pennsylvania,60715,76373,275632,42,043,PA
2290,Franklin,Pennsylvania,63379,75385,154147,42,055,PA
2291,Union,Pennsylvania,59399,74804,45111,42,119,PA
2292,Wayne,Pennsylvania,56096,70110,51422,42,127,PA
2293,Bedford,Pennsylvania,50509,61989,48337,42,009,PA
2294,Monroe,Pennsylvania,63934,77100,168032,42,089,PA
2295,Huntingdon,Pennsylvania,51678,63692,45369,42,061,PA
2296,Washington,Pennsylvania,63543,81533,207212,42,125,PA
2297,Philadelphia,Pennsylvania,45927,55121,1579075,42,101,PA
2298,York,Pennsylvania,66457,78786,445565,42,133,PA
2299,Indiana,Pennsylvania,49320,65358,85032,42,063,PA
2300,Cumberland,Pennsylvania,71269,89084,249328,42,041,PA
2301,Allegheny,Pennsylvania,61043,85477,1221744,42,003,PA
2302,Westmoreland,Pennsylvania,60471,78323,352590,42,129,PA
2303,Forest,Pennsylvania,39717,46444,7313,42,053,PA
2304,Blair,Pennsylvania,49181,64340,123157,42,013,PA
2305,Lawrence,Pennsylvania,50204,64436,86727,42,073,PA
2306,Bradford,Pennsylvania,52358,64355,60963,42,015,PA
2307,Cambria,Pennsylvania,46659,63640,133009,42,021,PA
2308,Chester,Pennsylvania,100214,122704,519560,42,029,PA
2309,Berks,Pennsylvania,63728,77727,418025,42,011,PA
2310,Mifflin,Pennsylvania,50219,58459,46276,42,087,PA
2311,Kent,Rhode Island,73521,93034,163869,44,003,RI
2312,Washington,Rhode Island,85531,107636,126060,44,009,RI
2313,Newport,Rhode Island,79454,103500,82801,44,005,RI
2314,Providence,Rhode Island,58974,75620,635737,44,007,RI
2315,Bristol,Rhode Island,83092,112763,48764,44,001,RI
2316,Newberry,South Carolina,44226,58454,38194,45,071,SC
2317,Clarendon,South Carolina,40900,53728,33957,45,027,SC
2318,Sumter,South Carolina,45661,53262,106757,45,085,SC
2319,Barnwell,South Carolina,35803,50777,21346,45,011,SC
2320,Darlington,South Carolina,38448,52767,67027,45,031,SC
2321,York,South Carolina,65361,82022,265872,45,091,SC
2322,Cherokee,South Carolina,36883,51579,56895,45,021,SC
2323,Jasper,South Carolina,45601,53819,28657,45,053,SC
2324,Lee,South Carolina,32371,47200,17365,45,061,SC
2325,Abbeville,South Carolina,38741,51860,24627,45,001,SC
2326,Aiken,South Carolina,51399,62977,168301,45,003,SC
2327,Allendale,South Carolina,27185,48640,9024,45,005,SC
2328,Edgefield,South Carolina,49127,62131,26927,45,037,SC
2329,Chester,South Carolina,42442,54934,32311,45,023,SC
2330,Colleton,South Carolina,36324,43883,37585,45,029,SC
2331,Marion,South Carolina,32063,41353,31308,45,067,SC
2332,Lexington,South Carolina,61173,74529,290278,45,063,SC
2333,Oconee,South Carolina,49134,62488,77528,45,073,SC
2334,Berkeley,South Carolina,63309,72504,215044,45,015,SC
2335,Charleston,South Carolina,64022,84311,401165,45,019,SC
2336,Georgetown,South Carolina,48456,62781,61952,45,043,SC
2337,Marlboro,South Carolina,33586,42991,26753,45,069,SC
2338,Anderson,South Carolina,50865,64649,198064,45,007,SC
2339,Chesterfield,South Carolina,41505,49740,45953,45,025,SC
2340,Greenwood,South Carolina,42336,54114,70411,45,047,SC
2341,Horry,South Carolina,50704,61018,332172,45,051,SC
2342,Kershaw,South Carolina,51479,62171,65112,45,055,SC
2343,Orangeburg,South Carolina,37955,48579,87687,45,075,SC
2344,Spartanburg,South Carolina,52332,64135,307617,45,083,SC
2345,Bamberg,South Carolina,31422,52016,14376,45,009,SC
2346,Beaufort,South Carolina,68377,79429,186095,45,013,SC
2347,Calhoun,South Carolina,46339,65323,14663,45,017,SC
2348,Dillon,South Carolina,30812,41080,30689,45,033,SC
2349,Saluda,South Carolina,45714,55271,20303,45,081,SC
2350,Richland,South Carolina,54767,73179,411357,45,079,SC
2351,Fairfield,South Carolina,38213,47765,22565,45,039,SC
2352,Hampton,South Carolina,33429,44061,19564,45,049,SC
2353,Greenville,South Carolina,60351,75855,507003,45,045,SC
2354,Lancaster,South Carolina,58849,71176,92308,45,057,SC
2355,Dorchester,South Carolina,63080,78800,158299,45,035,SC
2356,Florence,South Carolina,47058,57829,138475,45,041,SC
2357,Laurens,South Carolina,43304,52277,66846,45,059,SC
2358,McCormick,South Carolina,43633,60544,9531,45,065,SC
2359,Pickens,South Carolina,49573,65076,124029,45,077,SC
2360,Union,South Carolina,41186,48762,27490,45,087,SC
2361,Williamsburg,South Carolina,32485,47007,31324,45,089,SC
2362,Lyman,South Dakota,53862,59000,3848,46,085,SD
2363,Deuel,South Dakota,65437,71648,4318,46,039,SD
2364,Brule,South Dakota,57196,67039,5258,46,015,SD
2365,Gregory,South Dakota,43438,59620,4186,46,053,SD
2366,Minnehaha,South Dakota,61772,80213,188674,46,099,SD
2367,Clark,South Dakota,48980,65446,3685,46,025,SD
2368,Kingsbury,South Dakota,61699,71897,4944,46,077,SD
2369,Clay,South Dakota,50724,88307,13957,46,027,SD
2370,Dewey,South Dakota,47475,50559,5833,46,041,SD
2371,Hughes,South Dakota,64783,90083,17608,46,065,SD
2372,Sanborn,South Dakota,56875,70956,2379,46,111,SD
2373,Hand,South Dakota,54155,73000,3256,46,059,SD
2374,Yankton,South Dakota,58342,71004,22717,46,135,SD
2375,Beadle,South Dakota,52313,65513,18346,46,005,SD
2376,Davison,South Dakota,50570,70347,19871,46,035,SD
2377,Jerauld,South Dakota,49632,69063,2018,46,073,SD
2378,Stanley,South Dakota,71382,87552,3017,46,117,SD
2379,Potter,South Dakota,54583,66845,2315,46,107,SD
2380,Charles Mix,South Dakota,50481,60532,9349,46,023,SD
2381,Marshall,South Dakota,63723,74828,4891,46,091,SD
2382,Perkins,South Dakota,57981,70382,2897,46,105,SD
2383,Todd,South Dakota,24331,24863,10195,46,121,SD
2384,Oglala Lakota,South Dakota,31997,33617,14335,46,102,SD
2385,Aurora,South Dakota,64083,73750,2763,46,003,SD
2386,Grant,South Dakota,58158,73636,7149,46,051,SD
2387,Tripp,South Dakota,57720,66210,5458,46,123,SD
2388,Ziebach,South Dakota,37400,39375,2791,46,137,SD
2389,Spink,South Dakota,54423,70292,6483,46,115,SD
